tgl-laporan,title,link,content,jenis_laporan,tingkat_urgensi
"25 Okt 2024, 08:41",evakuasi ular,https://www.lapor.go.id/laporan/detil/evakuasi-ular-202410251541151729845675253,bantuan evakuasi ular saluran pembuangan salah pabrik desa sumurgung tuban,Evakuasi/Penyelamatan Hewan,Segera
"25 Okt 2024, 08:37",evakuasi ular,https://www.lapor.go.id/laporan/detil/evakuasi-ular-202410251537321729845452769,bantuan evakuasi ular tumpukan genteng halaman rumah salah warga kel . kutorejo kec . tuban,Evakuasi/Penyelamatan Hewan,Segera
"25 Okt 2024, 08:35",evakuasi ular,https://www.lapor.go.id/laporan/detil/evakuasi-ular-202410251535101729845310263,laporan bantuan evakuasi ular salah rumah warga desa prunggahan kec . semanding,Evakuasi/Penyelamatan Hewan,Segera
"25 Okt 2024, 08:33",Evakuasi Ular,https://www.lapor.go.id/laporan/detil/evakuasi-ular-202410251533121729845192629,bantuan evakuasi ular masuk kap mobil salah warga kel . kutorejo kec . tuban,Evakuasi/Penyelamatan Hewan,Segera
"25 Okt 2024, 08:30",Evakuasi Ular,https://www.lapor.go.id/laporan/detil/evakuasi-ular-202410251530311729845031688,laporan permohonan evakuasi ular pyton salah warga kel . latsari kec . tuban rumah miliknya 3 meter,Evakuasi/Penyelamatan Hewan,Segera
"25 Okt 2024, 08:28",Evakuasi Ular,https://www.lapor.go.id/laporan/detil/evakuasi-ular-202410251528131729844893128,"bantuan evakuasi ular salah rumah warga kel . gedongombo , kec . semanding",Evakuasi/Penyelamatan Hewan,Segera
"25 Okt 2024, 08:25",Evakuasi Sarang Tawon,https://www.lapor.go.id/laporan/detil/evakuasi-sarang-tawon-202410251525111729844711324,laporan permohonan evakuasi sarang tawon salah warga desa gesikan kec . grabagan samping rumah berdiameter 40 cm .,Evakuasi/Penyelamatan Hewan,Segera
"25 Okt 2024, 08:22",Evakuasi Ular,https://www.lapor.go.id/laporan/detil/evakuasi-ular-202410251522321729844552020,laporan ular memakan ayam kandang rumah salah warga desa kedungjambe kec . persinggahan,Evakuasi/Penyelamatan Hewan,Segera
"25 Okt 2024, 08:19",Evakuasi Ular,https://www.lapor.go.id/laporan/detil/evakuasi-ular-202410251519521729844392510,laporan permohonan evakuasi ular cobra salah warga kel . mondokan kec . tuban mesin cuci rumahnya 100 cm .,Evakuasi/Penyelamatan Hewan,Segera
"25 Okt 2024, 08:15",Evakuasi Ular,https://www.lapor.go.id/laporan/detil/evakuasi-ular-202410251515561729844156115,laporan permohonan evakuasi ular pyton kandang ayam memangsa ayam milik warga desa bogorejo kec . merakurak 3 meter,Evakuasi/Penyelamatan Hewan,Segera
"25 Okt 2024, 15:07",Sarang Tawon,https://www.lapor.go.id/laporan/detil/sarang-tawon-202410251507381729843658353,permohonan pembasmian sarang tawon pohon bambu berdiameter 25 resah masyarakat desa bangunrejo kecamatan soko,Evakuasi/Penyelamatan Hewan,Segera
"25 Okt 2024, 15:05",Evakuasi Sarang Tawon,https://www.lapor.go.id/laporan/detil/evakuasi-sarang-tawon-202410251505231729843523283,mohon bantuan evakuasi sarang tawon salah rumah warga desa brangkal kec . parengan,Evakuasi/Penyelamatan Hewan,Segera
"30 Sep 2024, 10:05",evakuasi ular,https://www.lapor.go.id/laporan/detil/evakuasi-ular-202409301005061727665506650,laporan warga tegalbang kec . palang ular piton terjerat jaring disamping rumah warga tolong bantuan evakuasi ular,Evakuasi/Penyelamatan Hewan,Segera
"30 Sep 2024, 9:59",Evakuasi Ular,https://www.lapor.go.id/laporan/detil/evakuasi-ular-202409300959291727665169491,"laporan warga kel . gedongombo , kec . semanding ular piton kandang ayam milik warga dimana ular meresahkan bersangkutan warga",Evakuasi/Penyelamatan Hewan,Segera
"30 Sep 2024, 9:56",Sarang Tawon yang mengganggu,https://www.lapor.go.id/laporan/detil/sarang-tawon-yang-mengganggu-202409300956331727664993613,tolong diambil sarang tawon pohon beringin kel . latsarai kec . tuban,Evakuasi/Penyelamatan Hewan,Segera
"30 Sep 2024, 9:52",Bantuan menangkap ular,https://www.lapor.go.id/laporan/detil/bantuan-menangkap-ular-202409300952591727664779563,tolong dibantu menangkap ular masuk rumah warga kel . perbon kec . tuban,Evakuasi/Penyelamatan Hewan,Segera
"30 Sep 2024, 9:50",Evakuasi ular,https://www.lapor.go.id/laporan/detil/evakuasi-ular-202409300950591727664659034,tolong evakuasu ular desa sumberarum kec . kerek,Evakuasi/Penyelamatan Hewan,Segera
"30 Sep 2024, 9:46",Kebakaran Regulator Tabung Elpiji,https://www.lapor.go.id/laporan/detil/kebakaran-regulator-tabung-elpiji-202409300946351727664395584,laporan kebakaran warga kel . ronggomulyo kec . tuban kebakaran regulator tabung elpiji,Kebakaran,Immediat
"30 Sep 2024, 9:43",Kebakaran Hutan,https://www.lapor.go.id/laporan/detil/kebakaran-hutan-202409300943351727664215995,laporan kebakaran bambu pemukiman warga desa sokosari kec . soko,Kebakaran,Immediat
"30 Sep 2024, 9:40",Kebakaran Tempat Usaha,https://www.lapor.go.id/laporan/detil/kebakaran-tempat-usaha-202409300940221727664022435,kebakaran bengkel digudang hidup desa tegalbang kec . palang,Kebakaran,Immediat
"30 Sep 2024, 9:37",Kebakaran Lahan Kosong,https://www.lapor.go.id/laporan/detil/kebakaran-lahan-kosong-202409300937541727663874163,laporan permohonan pemadaman api lahan sppbe stasiun pengisian pengangkutan bulk elpiji pt sembilan sembilan tuban perdana desa minohorejo kec . widang,Kebakaran,Immediat
"30 Sep 2024, 9:34",Kebakaran Kandang,https://www.lapor.go.id/laporan/detil/kebakaran-kandang-202409300934481727663688510,kebakaran kandang warga tegalbang kec . keterangan korban api duga konsleting listrik menyebar pakan ternak tumpukan jerami,Kebakaran,Immediat
"30 Sep 2024, 9:29",Tempat wisata dijadikan tempat mesum,https://www.lapor.go.id/laporan/detil/tempat-wisata-dijadikan-tempat-mesum-202409300929201727663360207,viral media sosial wisata pantai cemar sejoli berbuat tidur berpelukan . tolong ditertibkan biar mersa terfasilitasi gubuk2 pantai .,,
"30 Sep 2024, 9:23",Evakuasi orang sepuuh yang tidak ada tempat tinggal,https://www.lapor.go.id/laporan/detil/evakuasi-orang-sepuuh-yang-tidak-ada-tempat-tinggal-202409300923511727663031837,"ipagi bertemu beliau , 1 , sepuh diajak komunikasi nyaut . kemarin siang 11an ketemu jalan pattimura dekati orang , pagi ketemu katae orang palembang bicara e bahasa jawa , barangkali dibantu bu . barangkali beliau orang tuban , biar pulang kerumahnya",Penyelamatan Non Hewan & Bantuan Teknis,Normal
"30 Sep 2024, 9:17",Kebakaran di Pemukiman Warga,https://www.lapor.go.id/laporan/detil/kebakaran-di-pemukiman-warga-202409300917431727662663879,kebakaran pemukiman warga desa tegalbang kec . palang diakibatkan korleting listrik salah rumah warga merember tumpukan jerami,Kebakaran,Immediat
"30 Sep 2024, 9:14",Kebakaran Lahan Kosong,https://www.lapor.go.id/laporan/detil/kebakaran-lahan-kosong-202409300914591727662499365,kebakaran kandang milik warga desa minohorejo kec . widang disebabkan oknum bertanggung membakar rumput kering lahan ditinggal,Kebakaran,Immediat
"12 Sep 2024, 10:10","Ibu2 linglung,",https://www.lapor.go.id/laporan/detil/ibu2-linglung--202409121010051726110605778,"linglung , posisi warung apung tuban",,
"12 Sep 2024, 10:04",ODGJ Meresahkan,https://www.lapor.go.id/laporan/detil/odgj-meresahkan-202409121004441726110284430,odgj meresahkan dsn . pareng rt.03 rw . 01 ds . purworejo kec . jenu,,
"12 Sep 2024, 10:02",Manusia Silver,https://www.lapor.go.id/laporan/detil/manusia-silver-202409121002141726110134761,manusia silver pengamen beroperasi perempatan kembangijo,,
"12 Sep 2024, 9:28",Anak Punk/ Pengamen,https://www.lapor.go.id/laporan/detil/anak-punk-pengamen-202409120928501726108130586,anak punk pengamen perempatan lampu merah 4,,
"1 Okt 2024, 00:07",Pedagang Kaki Lima Memakan Ruas Jalan Terlalu Lebar,https://www.lapor.go.id/laporan/detil/pedagang-kaki-lima-memakan-ruas-jalan-terlalu-lebar-202409111922591726057379949,mohon satuan polisi pp tuban menindak lanjuti pedagang kaki pertigaan upt 1 jatirogo memakan lebar ruas jalan . kejadian malam habis magrib meja kursi ruas jalan . warung trotoar . parkiran ketengah jalan . petugas pol pp jatirogo membiarkan kejadian teguran kejadian berulang malam .,Layanan Lingkungan & Fasilitas Umum,Normal
"30 Agu 2024, 10:51",Ular di Kandang Burung,https://www.lapor.go.id/laporan/detil/ular-di-kandang-burung-202408301051251724989885056,ular masuk kandang burung merpati milik warga jl . karang desa rengel kecamatan rengel,Evakuasi/Penyelamatan Hewan,Segera
"30 Agu 2024, 10:49",Evakuasi ular,https://www.lapor.go.id/laporan/detil/evakuasi-ular-202408301049051724989745788,tolong dibantu evakuasi ular salah rumah warga jl . musim kambang putih 1 kelurahan perbon kecamatan tuban,Evakuasi/Penyelamatan Hewan,Segera
"30 Agu 2024, 10:45",kebakaran disebabkan pembakaran sampah,https://www.lapor.go.id/laporan/detil/kebakaran-disebabkan-pembakaran-sampah-202408301045441724989544829,kebakaran akibat sisa pembakaran sampah api menyambar pohon bambu disebelahnya api membesar desa mulyoagung kecamatan persinggahan,Kebakaran,Immediat
"30 Agu 2024, 10:42",Kebakaran Lahan Kosong,https://www.lapor.go.id/laporan/detil/kebakaran-lahan-kosong-202408301042501724989370528,"kebakaran lahan kosong desa mander kecamatan tambakboyo akibat bersih bersih lahan membakar daun kering , angin kencang bara api merembet rumpun bambu warga berusaha memadamkan . angin kencang .",Kebakaran,Immediat
"29 Agu 2024, 15:55",kebakaran tempat usaha,https://www.lapor.go.id/laporan/detil/kebakaran-tempat-usaha-202408291555331724921733488,kebakaran salah usaha desa wolutengah kecamatan kerek akibat korsleting listrik,Kebakaran,Immediat
"29 Agu 2024, 15:53",kebakaran lahan,https://www.lapor.go.id/laporan/detil/kebakaran-lahan-202408291553231724921603031,kebakaran lahan disebabkan warga kerja bakti membakar sampah api membesar kelurahan kebonsari kecamatan tuban,Kebakaran,Immediat
"29 Agu 2024, 15:50",Kebakaran,https://www.lapor.go.id/laporan/detil/kebakaran-202408291550361724921436102,kebakaran salah rumah warga desa mlangi kecamatan widang akibat korsleting listrik,Kebakaran,Immediat
"29 Agu 2024, 15:48",Kebakaran Rumah,https://www.lapor.go.id/laporan/detil/kebakaran-rumah-202408291548101724921290482,kenakaran rumah salah warga desa sumberejo kecamatan rengel akibat sisa pembakaran sampah,Kebakaran,Immediat
"26 Agu 2024, 10:13",Sarang lebah madu,https://www.lapor.go.id/laporan/detil/sarang-lebah-madu-202408261013241724642004299,permohonan evakuasi sarang lebah madu pohon cafe muda mudi kelurahan sendangharjo kecamatan tuban diameter 20,Evakuasi/Penyelamatan Hewan,Segera
"26 Agu 2024, 10:09",Evakuasi sarang tawon,https://www.lapor.go.id/laporan/detil/evakuasi-sarang-tawon-202408261009581724641798866,tgal 24 agustus 2024 jam 10 30 wib . pos pemadam rengel menerima laporan salah warga tawon pohon rumahnyadi desa gesikan kecamatan grabagan .,Evakuasi/Penyelamatan Hewan,Segera
"26 Agu 2024, 10:06",Kebakaran Kandang dan Dapur Warga,https://www.lapor.go.id/laporan/detil/kebakaran-kandang-dan-dapur-warga-202408261006061724641566504,minggu tanggal 25 agustus 2024 tim pos damkar markas komando menerima laporan kebakaran kandang dapur milik bu warga akibat sisa membakar sampah merembet kandang dapur salah warga desa ngino kecamatan semanding,Kebakaran,Immediat
"26 Agu 2024, 10:03",Kebakaran lahan kosong,https://www.lapor.go.id/laporan/detil/kebakaran-lahan-kosong-202408261003241724641404175,"tim menerima berita kebakaran lahan kosong . pelapor langsung posdam jatirogo . pelapor bantuan memadamkan api , api membesar angin kencang , ditambah lokasi lahan terbakar berdekatan perumahan warga desa besowo kecamatan jatirogo",Kebakaran,Immediat
"26 Agu 2024, 10:01",Kebakaran,https://www.lapor.go.id/laporan/detil/kebakaran-202408261001081724641268021,kebakaran lahan kosong akibat membakar sampah menjalar lahan kosong ditinggalkan desa temaji kecamatan jenu,Kebakaran,Immediat
"22 Agu 2024, 10:28",Cincin tidak bisa lepas,https://www.lapor.go.id/laporan/detil/cincin-tidak-bisa-lepas-202408221028261724297306183,tolong bantuannya melepaskan cincin jari anak lepas jarinya bengkak . lokasi kelurahan kutorejo kecamatan tuban,Penyelamatan Non Hewan & Bantuan Teknis,Normal
"22 Agu 2024, 10:16",Sarang Tawon,https://www.lapor.go.id/laporan/detil/sarang-tawon-202408221016521724296612113,"mohon evakuasi sarang tawon avinis atap rumah diameter 20 desa sawahan kecamatan rengel ,",Evakuasi/Penyelamatan Hewan,Segera
"22 Agu 2024, 10:11",Evakuasi Sarang Tawon,https://www.lapor.go.id/laporan/detil/evakuasi-sarang-tawon-202408221011171724296277524,"tolong dibantu evakuasi sarang tawon pekarangan rumah berukuran 40 desa mulyoagung kecamatan singgahan , sarang tawon menyebabkan keresahan keluarga warga",Evakuasi/Penyelamatan Hewan,Segera
"22 Agu 2024, 10:03",Kucing Masuk Sumur,https://www.lapor.go.id/laporan/detil/kucing-masuk-sumur-202408221003101724295790533,"tolong dibantu mengeluarkan kucing masuk sumur , kucing liar mengganggu meresahkan warga kelurahan ronggomulyo kecamatan tuban",Evakuasi/Penyelamatan Hewan,Segera
"22 Agu 2024, 09:57",Serangan Tawon,https://www.lapor.go.id/laporan/detil/serangan-tawon-202408220957081724295428455,"tolong bantuan evakuasi sarang tawon avinis kantor spbu dasin , desa sugihwaras kecamatan jenu",Evakuasi/Penyelamatan Hewan,Segera
"21 Agu 2024, 08:49",Serangan Tawon,https://www.lapor.go.id/laporan/detil/serangan-tawon-202408210849531724204993442,sarang tawon rumah warga kelurahan latsari kecamatan tuban . tolong dievakuasi,Evakuasi/Penyelamatan Hewan,Segera
"21 Agu 2024, 08:48",Evakuasi Ular,https://www.lapor.go.id/laporan/detil/evakuasi-ular-202408210848011724204881316,tolong bantuannya evakuasi ular tali picis ular tambang didapur rumah warga kelurahan kebonsari kecamatan tuban,Evakuasi/Penyelamatan Hewan,Segera
"21 Agu 2024, 08:44",sarang tawon yang mengganggu,https://www.lapor.go.id/laporan/detil/sarang-tawon-yang-mengganggu-202408210844521724204692793,sarang tawon rumah warga desa kaliuntu kecamatan jenu . tolong dievakuasi,Evakuasi/Penyelamatan Hewan,Segera
"21 Agu 2024, 08:42",sarang tawon,https://www.lapor.go.id/laporan/detil/sarang-tawon-202408210842321724204552702,sarang tawon rumah warga desa temandag kecamatan merakurak . tolong bantuannya,Evakuasi/Penyelamatan Hewan,Segera
"21 Agu 2024, 08:37",Gangguan Tawon,https://www.lapor.go.id/laporan/detil/gangguan-tawon-202408210837201724204240972,sarang tawon salah rumah warga desa sugihwaras kecamatan jenu . tolong dibantu evakuasi,Evakuasi/Penyelamatan Hewan,Segera
"21 Agu 2024, 08:34",Sarang Tawon,https://www.lapor.go.id/laporan/detil/sarang-tawon-202408210834211724204061592,"sarang tawon pantai boom tuban , tolong dibantu evakuasi takut mencelakai pengunjung",Evakuasi/Penyelamatan Hewan,Segera
"19 Agu 2024, 09:01",Pemadaman Kebakaran,https://www.lapor.go.id/laporan/detil/pemadaman-kebakaran-202408190901551724032915450,"tolong dibantu pemadaman kebakaran salah usaha warga desa mulyoagung kecamatan singgahan , api berasal salah pekerja sengaja membuang putung rokok ditumpukan kayu selang jam api",Kebakaran,Immediat
"19 Agu 2024, 08:58",Kebakaran,https://www.lapor.go.id/laporan/detil/kebakaran-202408190858531724032733915,kebakaran kelurahan sendangharjo viii 135 kecamatan tuban . tolong dipadamkan,Kebakaran,Immediat
"19 Agu 2024, 08:54",Kebakaran di pemukiman warga,https://www.lapor.go.id/laporan/detil/kebakaran-di-pemukiman-warga-202408190854521724032492559,tolong bantuannya pemadaman api akibat korsleting listrik pemukiman warga desa mlangi kecamatan widang,Kebakaran,Immediat
"19 Agu 2024, 08:52",Kebakaran Kandang,https://www.lapor.go.id/laporan/detil/kebakaran-kandang-202408190852141724032334212,tolong bantuan pemadaman api kandang warga desa pongpongan kec . merakurak akibat bediang sisa pembakaran sampah,Kebakaran,Immediat
"12 Agu 2024, 03:06",Kebakaran Kandang,https://www.lapor.go.id/laporan/detil/kebakaran-kandang-202408121006301723431990693,kebakaran kandang sapi kambing desa simo kec . soko,Kebakaran,Immediat
"12 Agu 2024, 03:02",Evakuasi Ular,https://www.lapor.go.id/laporan/detil/evakuasi-ular-202408121002311723431751956,tolong bantuan evakuasi ular plafon warung desa sadang kecamatan jatirogo,Evakuasi/Penyelamatan Hewan,Segera
"12 Agu 2024, 02:42",Kebakaran Gudang,https://www.lapor.go.id/laporan/detil/kebakaran-gudang-202408120942591723430579899,kebakaran gudang desa rengel kec . rengel pembakaran sampah merambat gudang . tolong bantuannya,Kebakaran,Immediat
"12 Agu 2024, 02:38",Serangan Tawon Afinis,https://www.lapor.go.id/laporan/detil/serangan-tawon-afinis-202408120938451723430325249,"tolong dibantu evakuasi laporan sayuti , sarang tawon rumahnya , desa sandingrowo kec . soko tuban .",Evakuasi/Penyelamatan Hewan,Segera
"23 Agu 2024, 17:03",Pengamen Yang memaksa dan tidak sopan,https://www.lapor.go.id/laporan/detil/pengamen-yang-memaksa-dan-tidak-sopan-202408071303581723010638815,"mengeluhkan pengamen sopan marah marah dikasih uang , mengeluarkan kasar , umpatan daan sumpah serapahnya . mengganggu . kasih uang langsung diumpat2 kasar disumpahi jelek jelek . bikin emosi . ciri ciri laki laki , tua , pakai kopyah bawa speaker , nya rocket chicken jl . sunan kalijogo masuk dinas dinas jalan mastrip . tolong ditertibkan ! ! ! ! !",,
"31 Jul 2024, 4:29",Kebakaran di Pemakaman Umum,https://www.lapor.go.id/laporan/detil/kebakaran-di-pemakaman-umum-202407311129531722400193943,kebakaran pohon panggang berdiameter 7m berlokasi pemakaman desa sugihan kec . jatirogo . penyebab kebakaran pembakaran orang bertanggung .,Kebakaran,Immediat
"31 Jul 2024, 4:20",Evakuasi Kucing Tercebur di Sumur,https://www.lapor.go.id/laporan/detil/evakuasi-kucing-tercebur-di-sumur-202407311120471722399647895,tolong dibantu evakuasi seekor kucing tercebur sumur salah warga kel . doromukti kec . tuban,Evakuasi/Penyelamatan Hewan,Segera
"31 Jul 2024, 4:08",Pohon bambu terbakar,https://www.lapor.go.id/laporan/detil/pohon-bambu-terbakar-202407311109021722398942784,"salah kedai kopi desa dikir kec . tambakboyo . asap tebal , cek pohon bambu sebelah warung terbakar roboh .",Kebakaran,Immediat
"31 Jul 2024, 4:02",Evakuasi Sarang Tawon,https://www.lapor.go.id/laporan/detil/evakuasi-sarang-tawon-202407311102451722398565711,tolong dibantu evakuasi sarang tawon salah rumah warga desa jatimulyo kec . plumpang membahayakan . terima kasih,Evakuasi/Penyelamatan Hewan,Segera
